edad,edad_quinquenal,ano,sexo,tipo_beneficio,estado,caja,suma_aportes,suma_salarios,cantidad,sml
66,65 a 69,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,9550000.0,5,2289324
66,65 a 69,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,3820000.0,2,2289324
67,65 a 69,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,8898000.0,4,2289324
67,65 a 69,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,7822000.0,4,2289324
68,65 a 69,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,7640000.0,4,2289324
68,65 a 69,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
69,65 a 69,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,4489000.0,2,2289324
69,65 a 69,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,5738000.0,3,2289324
70,70 a 74,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,7640000.0,4,2289324
70,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
71,70 a 74,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,4047000.0,2,2289324
71,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,7793000.0,4,2289324
72,70 a 74,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,13598000.0,7,2289324
72,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,5730000.0,3,2289324
73,70 a 74,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,11817000.0,6,2289324
73,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2289324
74,70 a 74,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5730000.0,3,2289324
74,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11748000.0,6,2289324
75,75 a 79,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,11625000.0,6,2289324
75,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2289324
76,75 a 79,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5730000.0,3,2289324
76,75 a 79,2021,Mujeres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
76,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,9550000.0,5,2289324
77,75 a 79,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,11460000.0,6,2289324
77,75 a 79,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
77,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,5730000.0,3,2289324
78,75 a 79,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,19298000.0,10,2289324
78,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,10493000.0,5,2289324
79,75 a 79,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,11513000.0,6,2289324
79,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,8113000.0,4,2289324
80,80 a 84,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
80,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,7640000.0,4,2289324
81,80 a 84,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5908000.0,3,2289324
81,80 a 84,2021,Mujeres,Vejez,Pasivos,Ferroviaria,0.0,1941000.0,1,2289324
81,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,17190000.0,9,2289324
82,80 a 84,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
82,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,19509000.0,10,2289324
83,80 a 84,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,11476000.0,6,2289324
83,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2289324
84,80 a 84,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,15469000.0,8,2289324
84,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,26769000.0,14,2289324
85,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5125200.0,3,2289324
85,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,26814000.0,14,2289324
86,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,13425000.0,7,2289324
86,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,19100000.0,10,2289324
87,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,13787000.0,7,2289324
87,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,17190000.0,9,2289324
88,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,9550000.0,5,2289324
88,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,19100000.0,10,2289324
89,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
89,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2289324
90,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,11465000.0,6,2289324
90,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,17190000.0,9,2289324
91,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,3820000.0,2,2289324
91,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2289324
92,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5734000.0,3,2289324
92,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,15280000.0,8,2289324
93,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5730000.0,3,2289324
93,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,14050000.0,7,2289324
94,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,3820000.0,2,2289324
94,85 y más,2021,Mujeres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
94,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2289324
95,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,7640000.0,4,2289324
96,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,3820000.0,2,2289324
96,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,3820000.0,2,2289324
97,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
98,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,3821000.0,2,2289324
99,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,3820000.0,2,2289324
99,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
101,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
102,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
103,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
106,85 y más,2021,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2289324
18,15 a 19,2021,Hombres,Activos,Activos,Fiscal,22116524.479999997,138228278.0,674,2289324
18,15 a 19,2021,Mujeres,Activos,Activos,Fiscal,824507.68,5153173.0,9,2289324
19,15 a 19,2021,Hombres,Activos,Activos,Fiscal,87877813.12,549236332.0,1404,2289324
19,15 a 19,2021,Mujeres,Activos,Activos,Fiscal,13807080.16,86294251.0,89,2289324
20,20 a 24,2021,Hombres,Activos,Activos,Fiscal,236477488.0,1477984300.0,1528,2289324
20,20 a 24,2021,Mujeres,Activos,Activos,Fiscal,35840431.04,224002694.0,182,2289324
21,20 a 24,2021,Hombres,Activos,Activos,Fiscal,355305158.08000004,2220657238.0,1620,2289324
21,20 a 24,2021,Mujeres,Activos,Activos,Fiscal,70010637.44,437566484.0,271,2289324
22,20 a 24,2021,Hombres,Activos,Activos,Fiscal,453371213.44,2833570084.0,1725,2289324
22,20 a 24,2021,Mujeres,Activos,Activos,Fiscal,96506500.16,603165626.0,313,2289324
23,20 a 24,2021,Hombres,Activos,Activos,Fiscal,564727687.52,3529548047.0,1801,2289324
23,20 a 24,2021,Mujeres,Activos,Activos,Fiscal,164348554.56,1027178466.0,423,2289324
24,20 a 24,2021,Hombres,Activos,Activos,Fiscal,702870640.0,4392941500.0,1932,2289324
24,20 a 24,2021,Mujeres,Activos,Activos,Fiscal,255389509.76,1596184436.0,567,2289324
25,25 a 29,2021,Hombres,Activos,Activos,Fiscal,801097670.24,5006860439.0,1915,2289324
25,25 a 29,2021,Mujeres,Activos,Activos,Fiscal,394329433.92,2464558962.0,746,2289324
26,25 a 29,2021,Hombres,Activos,Activos,Fiscal,868167616.32,5426047602.0,1834,2289324
26,25 a 29,2021,Mujeres,Activos,Activos,Fiscal,528049740.48,3300310878.0,929,2289324
27,25 a 29,2021,Hombres,Activos,Activos,Fiscal,1099637431.68,6872733948.0,2054,2289324
27,25 a 29,2021,Mujeres,Activos,Activos,Fiscal,719918216.32,4499488852.0,1180,2289324
28,25 a 29,2021,Hombres,Activos,Activos,Fiscal,1194043144.3200002,7462769652.0,1994,2289324
28,25 a 29,2021,Mujeres,Activos,Activos,Fiscal,827959346.08,5174745913.0,1341,2289324
29,25 a 29,2021,Hombres,Activos,Activos,Fiscal,1473255856.64,9207849104.0,2270,2289324
29,25 a 29,2021,Mujeres,Activos,Activos,Fiscal,1037943499.0400001,6487146869.0,1571,2289324
30,30 a 34,2021,Hombres,Activos,Activos,Fiscal,1721292901.28,10758080633.0,2515,2289324
30,30 a 34,2021,Mujeres,Activos,Activos,Fiscal,1216076838.56,7600480241.0,1818,2289324
31,30 a 34,2021,Hombres,Activos,Activos,Fiscal,1959631483.84,12247696774.0,2701,2289324
31,30 a 34,2021,Mujeres,Activos,Activos,Fiscal,1450013790.88,9062586193.0,2042,2289324
32,30 a 34,2021,Hombres,Activos,Activos,Fiscal,2174978691.2000003,13593616820.0,2838,2289324
32,30 a 34,2021,Mujeres,Activos,Activos,Fiscal,1662445520.0,10390284500.0,2211,2289324
33,30 a 34,2021,Hombres,Activos,Activos,Fiscal,2482154449.92,15513465312.0,3099,2289324
33,30 a 34,2021,Mujeres,Activos,Activos,Fiscal,1992037521.44,12450234509.0,2514,2289324
34,30 a 34,2021,Hombres,Activos,Activos,Fiscal,2619584521.1200004,16372403257.0,3167,2289324
34,30 a 34,2021,Mujeres,Activos,Activos,Fiscal,2283098221.76,14269363886.0,2800,2289324
35,35 a 39,2021,Hombres,Activos,Activos,Fiscal,2855639357.6,17847745985.0,3383,2289324
35,35 a 39,2021,Mujeres,Activos,Activos,Fiscal,2659870172.6400003,16624188579.0,3162,2289324
36,35 a 39,2021,Hombres,Activos,Activos,Fiscal,3136466685.6000004,19602916785.0,3512,2289324
36,35 a 39,2021,Mujeres,Activos,Activos,Fiscal,3138241320.7999997,19614008255.0,3626,2289324
37,35 a 39,2021,Hombres,Activos,Activos,Fiscal,3406083749.1200004,21288023432.0,3700,2289324
37,35 a 39,2021,Mujeres,Activos,Activos,Fiscal,3888542553.2799997,24303390958.0,4387,2289324
38,35 a 39,2021,Hombres,Activos,Activos,Fiscal,3761543525.6,23509647035.0,3936,2289324
38,35 a 39,2021,Mujeres,Activos,Activos,Fiscal,4274162118.4,26713513240.0,4687,2289324
39,35 a 39,2021,Hombres,Activos,Activos,Fiscal,4088045097.28,25550281858.0,4158,2289324
39,35 a 39,2021,Mujeres,Activos,Activos,Fiscal,5178817681.28,32367610508.0,5485,2289324
40,40 a 44,2021,Hombres,Activos,Activos,Fiscal,4573808742.72,28586304642.0,4914,2289324
40,40 a 44,2021,Mujeres,Activos,Activos,Fiscal,5500254311.2,34376589445.0,5767,2289324
41,40 a 44,2021,Hombres,Activos,Activos,Fiscal,4230616503.5200005,26441353147.0,4077,2289324
41,40 a 44,2021,Mujeres,Activos,Activos,Fiscal,5897240632.16,36857753951.0,5942,2289324
42,40 a 44,2021,Hombres,Activos,Activos,Fiscal,3849421379.04,24058883619.0,3585,2289324
42,40 a 44,2021,Mujeres,Activos,Activos,Fiscal,5242902434.88,32768140218.0,5269,2289324
43,40 a 44,2021,Hombres,Activos,Activos,Fiscal,3615880709.6,22599254435.0,3306,2289324
43,40 a 44,2021,Mujeres,Activos,Activos,Fiscal,4723147992.4800005,29519674953.0,4608,2289324
44,40 a 44,2021,Hombres,Activos,Activos,Fiscal,3486488651.2000003,21790554070.0,3038,2289324
44,40 a 44,2021,Mujeres,Activos,Activos,Fiscal,4616084372.96,28850527331.0,4462,2289324
45,45 a 49,2021,Hombres,Activos,Activos,Fiscal,3462450840.4800005,21640317753.0,2980,2289324
45,45 a 49,2021,Mujeres,Activos,Activos,Fiscal,4394512408.96,27465702556.0,4130,2289324
46,45 a 49,2021,Hombres,Activos,Activos,Fiscal,3347793928.0,20923712050.0,2818,2289324
46,45 a 49,2021,Mujeres,Activos,Activos,Fiscal,4004110684.0,25025691775.0,3768,2289324
47,45 a 49,2021,Hombres,Activos,Activos,Fiscal,3082084258.7200003,19263026617.0,2589,2289324
47,45 a 49,2021,Mujeres,Activos,Activos,Fiscal,3709532566.24,23184578539.0,3507,2289324
48,45 a 49,2021,Hombres,Activos,Activos,Fiscal,2807978333.44,17549864584.0,2362,2289324
48,45 a 49,2021,Mujeres,Activos,Activos,Fiscal,3348276812.32,20926730077.0,3091,2289324
49,45 a 49,2021,Hombres,Activos,Activos,Fiscal,2768983701.44,17306148134.0,2310,2289324
49,45 a 49,2021,Mujeres,Activos,Activos,Fiscal,3130214390.08,19563839938.0,2974,2289324
50,50 a 54,2021,Hombres,Activos,Activos,Fiscal,2563510604.48,16021941278.0,2078,2289324
50,50 a 54,2021,Mujeres,Activos,Activos,Fiscal,2785790684.16,17411191776.0,2656,2289324
51,50 a 54,2021,Hombres,Activos,Activos,Fiscal,2448629069.6,15303931685.0,1965,2289324
51,50 a 54,2021,Mujeres,Activos,Activos,Fiscal,2597526515.36,16234540721.0,2523,2289324
52,50 a 54,2021,Hombres,Activos,Activos,Fiscal,2041087737.2800002,12756798358.0,1684,2289324
52,50 a 54,2021,Mujeres,Activos,Activos,Fiscal,2315186997.44,14469918734.0,2203,2289324
53,50 a 54,2021,Hombres,Activos,Activos,Fiscal,1812824606.24,11330153789.0,1533,2289324
53,50 a 54,2021,Mujeres,Activos,Activos,Fiscal,2161373553.6,13508584710.0,2134,2289324
54,50 a 54,2021,Hombres,Activos,Activos,Fiscal,1609155276.16,10057220476.0,1417,2289324
54,50 a 54,2021,Mujeres,Activos,Activos,Fiscal,1881683241.1200001,11760520257.0,1866,2289324
55,55 a 59,2021,Hombres,Activos,Activos,Fiscal,1489237301.6000001,9307733135.0,1347,2289324
55,55 a 59,2021,Mujeres,Activos,Activos,Fiscal,1727096819.68,10794355123.0,1721,2289324
56,55 a 59,2021,Hombres,Activos,Activos,Fiscal,1346997912.48,8418736953.0,1232,2289324
56,55 a 59,2021,Mujeres,Activos,Activos,Fiscal,1589748379.8400002,9935927374.0,1615,2289324
57,55 a 59,2021,Hombres,Activos,Activos,Fiscal,1280482844.8,8003017780.0,1120,2289324
57,55 a 59,2021,Mujeres,Activos,Activos,Fiscal,1427819324.8000002,8923870780.0,1464,2289324
58,55 a 59,2021,Hombres,Activos,Activos,Fiscal,1032325505.28,6452034408.0,990,2289324
58,55 a 59,2021,Mujeres,Activos,Activos,Fiscal,1334496751.5200002,8340604697.0,1350,2289324
59,55 a 59,2021,Hombres,Activos,Activos,Fiscal,1050249246.4,6564057790.0,1009,2289324
59,55 a 59,2021,Mujeres,Activos,Activos,Fiscal,1069591013.6,6684943835.0,1152,2289324
60,60 a 64,2021,Hombres,Activos,Activos,Fiscal,901145945.76,5632162161.0,856,2289324
60,60 a 64,2021,Mujeres,Activos,Activos,Fiscal,935300536.32,5845628352.0,972,2289324
61,60 a 64,2021,Hombres,Activos,Activos,Fiscal,773644169.92,4835276062.0,771,2289324
61,60 a 64,2021,Mujeres,Activos,Activos,Fiscal,897713994.5600001,5610712466.0,941,2289324
62,60 a 64,2021,Hombres,Activos,Activos,Fiscal,736360486.7199999,4602253042.0,718,2289324
62,60 a 64,2021,Mujeres,Activos,Activos,Fiscal,725981478.24,4537384239.0,803,2289324
63,60 a 64,2021,Hombres,Activos,Activos,Fiscal,636316907.1999999,3976980670.0,609,2289324
63,60 a 64,2021,Mujeres,Activos,Activos,Fiscal,584539173.6,3653369835.0,641,2289324
64,60 a 64,2021,Hombres,Activos,Activos,Fiscal,551013311.04,3443833194.0,557,2289324
64,60 a 64,2021,Mujeres,Activos,Activos,Fiscal,539007824.0,3368798900.0,579,2289324
65,65 a 69,2021,Hombres,Activos,Activos,Fiscal,506973250.56,3168582816.0,503,2289324
65,65 a 69,2021,Mujeres,Activos,Activos,Fiscal,421543289.92,2634645562.0,493,2289324
66,65 a 69,2021,Hombres,Activos,Activos,Fiscal,475038101.59999996,2968988135.0,422,2289324
66,65 a 69,2021,Mujeres,Activos,Activos,Fiscal,340141386.08,2125883663.0,379,2289324
67,65 a 69,2021,Hombres,Activos,Activos,Fiscal,360452453.12,2252827832.0,339,2289324
67,65 a 69,2021,Mujeres,Activos,Activos,Fiscal,294324242.56,1839526516.0,327,2289324
68,65 a 69,2021,Hombres,Activos,Activos,Fiscal,312392706.56,1952454416.0,287,2289324
68,65 a 69,2021,Mujeres,Activos,Activos,Fiscal,193926657.92000002,1212041612.0,210,2289324
69,65 a 69,2021,Hombres,Activos,Activos,Fiscal,233467071.84,1459169199.0,212,2289324
69,65 a 69,2021,Mujeres,Activos,Activos,Fiscal,150992003.04000002,943700019.0,168,2289324
70,70 a 74,2021,Hombres,Activos,Activos,Fiscal,189882408.32,1186765052.0,174,2289324
70,70 a 74,2021,Mujeres,Activos,Activos,Fiscal,107423307.52,671395672.0,119,2289324
71,70 a 74,2021,Hombres,Activos,Activos,Fiscal,133920864.64,837005404.0,131,2289324
71,70 a 74,2021,Mujeres,Activos,Activos,Fiscal,64684751.04,404279694.0,77,2289324
72,70 a 74,2021,Hombres,Activos,Activos,Fiscal,100396795.19999999,627479970.0,104,2289324
72,70 a 74,2021,Mujeres,Activos,Activos,Fiscal,65342054.08,408387838.0,73,2289324
73,70 a 74,2021,Hombres,Activos,Activos,Fiscal,100871852.96000001,630449081.0,80,2289324
73,70 a 74,2021,Mujeres,Activos,Activos,Fiscal,48693742.24,304335889.0,55,2289324
74,70 a 74,2021,Hombres,Activos,Activos,Fiscal,127036426.4,793977665.0,93,2289324
74,70 a 74,2021,Mujeres,Activos,Activos,Fiscal,40458747.52,252867172.0,51,2289324
75,75 a 79,2021,Hombres,Activos,Activos,Fiscal,47762455.04,298515344.0,47,2289324
75,75 a 79,2021,Mujeres,Activos,Activos,Fiscal,27787288.8,173670555.0,41,2289324
76,75 a 79,2021,Hombres,Activos,Activos,Fiscal,45106628.32,281916427.0,55,2289324
76,75 a 79,2021,Mujeres,Activos,Activos,Fiscal,31272323.84,195452024.0,36,2289324
77,75 a 79,2021,Hombres,Activos,Activos,Fiscal,39431429.76,246446436.0,44,2289324
77,75 a 79,2021,Mujeres,Activos,Activos,Fiscal,19092365.76,119327286.0,26,2289324
78,75 a 79,2021,Hombres,Activos,Activos,Fiscal,25973637.44,162335234.0,34,2289324
78,75 a 79,2021,Mujeres,Activos,Activos,Fiscal,14062142.08,87888388.0,17,2289324
79,75 a 79,2021,Hombres,Activos,Activos,Fiscal,23744447.84,148402799.0,26,2289324
79,75 a 79,2021,Mujeres,Activos,Activos,Fiscal,8028172.16,50176076.0,15,2289324
80,80 a 84,2021,Hombres,Activos,Activos,Fiscal,30317348.8,189483430.0,17,2289324
80,80 a 84,2021,Mujeres,Activos,Activos,Fiscal,5123204.32,32020027.0,7,2289324
81,80 a 84,2021,Hombres,Activos,Activos,Fiscal,17421073.44,108881709.0,24,2289324
81,80 a 84,2021,Mujeres,Activos,Activos,Fiscal,4433407.84,27708799.0,8,2289324
82,80 a 84,2021,Hombres,Activos,Activos,Fiscal,23534251.200000003,147089070.0,12,2289324
82,80 a 84,2021,Mujeres,Activos,Activos,Fiscal,1945927.68,12162048.0,4,2289324
83,80 a 84,2021,Hombres,Activos,Activos,Fiscal,11686812.64,73042579.0,12,2289324
83,80 a 84,2021,Mujeres,Activos,Activos,Fiscal,2193778.4,13711115.0,5,2289324
84,80 a 84,2021,Hombres,Activos,Activos,Fiscal,9209340.64,57558379.0,11,2289324
84,80 a 84,2021,Mujeres,Activos,Activos,Fiscal,1984035.52,12400222.0,3,2289324
85,85 y más,2021,Hombres,Activos,Activos,Fiscal,3123891.52,19524322.0,5,2289324
85,85 y más,2021,Mujeres,Activos,Activos,Fiscal,1497560.6400000001,9359754.0,2,2289324
86,85 y más,2021,Hombres,Activos,Activos,Fiscal,2065871.36,12911696.0,3,2289324
86,85 y más,2021,Mujeres,Activos,Activos,Fiscal,1773927.36,11087046.0,2,2289324
87,85 y más,2021,Hombres,Activos,Activos,Fiscal,3879918.4,24249490.0,5,2289324
88,85 y más,2021,Hombres,Activos,Activos,Fiscal,2946149.6,18413435.0,5,2289324
89,85 y más,2021,Hombres,Activos,Activos,Fiscal,480000.0,3000000.0,1,2289324
90,85 y más,2021,Hombres,Activos,Activos,Fiscal,1166438.4000000001,7290240.0,2,2289324
3,0 a 4,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,2516363.0,2,2289324
3,0 a 4,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1533233.0,1,2289324
4,0 a 4,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1128824.0,2,2289324
4,0 a 4,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,2739768.0,3,2289324
5,5 a 9,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4096762.0,2,2289324
5,5 a 9,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1835545.0,1,2289324
6,5 a 9,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1742996.0,2,2289324
6,5 a 9,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1912825.0,2,2289324
7,5 a 9,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,6093019.0,5,2289324
7,5 a 9,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,3745287.0,5,2289324
8,5 a 9,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4322263.0,5,2289324
8,5 a 9,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,5176137.0,5,2289324
9,5 a 9,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4963102.0,4,2289324
9,5 a 9,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4684360.0,5,2289324
10,10 a 14,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4293492.0,4,2289324
10,10 a 14,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4106252.0,3,2289324
11,10 a 14,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,7087719.0,7,2289324
11,10 a 14,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,7699656.0,8,2289324
12,10 a 14,2021,Hombres,Invalidez,Pasivos,Fiscal,0.0,810477.0,2,2289324
12,10 a 14,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4644379.0,6,2289324
12,10 a 14,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,5416529.0,6,2289324
13,10 a 14,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,13203986.0,14,2289324
13,10 a 14,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,5421621.0,5,2289324
14,10 a 14,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,13014594.0,10,2289324
14,10 a 14,2021,Mujeres,Invalidez,Pasivos,Fiscal,0.0,1843731.0,1,2289324
14,10 a 14,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,12047007.0,8,2289324
15,15 a 19,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,9661797.0,9,2289324
15,15 a 19,2021,Mujeres,Invalidez,Pasivos,Fiscal,0.0,141162.0,1,2289324
15,15 a 19,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,5444651.0,7,2289324
16,15 a 19,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,9266676.0,12,2289324
16,15 a 19,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,6969053.0,6,2289324
17,15 a 19,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,15079229.0,12,2289324
17,15 a 19,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,8411166.0,8,2289324
19,15 a 19,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,2698099.0,1,2289324
20,20 a 24,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1403736.0,1,2289324
23,20 a 24,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,886008.0,1,2289324
24,20 a 24,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4923289.0,2,2289324
25,25 a 29,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4140282.0,3,2289324
26,25 a 29,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4605011.0,4,2289324
27,25 a 29,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,866351.0,1,2289324
27,25 a 29,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,2459548.0,2,2289324
28,25 a 29,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,13616378.0,9,2289324
29,25 a 29,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,7308712.0,4,2289324
30,30 a 34,2021,Mujeres,Vejez,Pasivos,Fiscal,0.0,2030113.0,2,2289324
30,30 a 34,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,5068301.0,4,2289324
31,30 a 34,2021,Hombres,Vejez,Pasivos,Fiscal,0.0,4385679.0,1,2289324
31,30 a 34,2021,Mujeres,Vejez,Pasivos,Fiscal,0.0,13383889.0,6,2289324
