edad,edad_quinquenal,ano,sexo,tipo_beneficio,estado,caja,suma_aportes,suma_salarios,cantidad,sml
78,75 a 79,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,11513000.0,6,2192839
78,75 a 79,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,8113000.0,4,2192839
79,75 a 79,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
79,75 a 79,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,7640000.0,4,2192839
80,80 a 84,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5908000.0,3,2192839
80,80 a 84,2020,Mujeres,Vejez,Pasivos,Ferroviaria,0.0,1941000.0,1,2192839
80,80 a 84,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,17190000.0,9,2192839
81,80 a 84,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
81,80 a 84,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,19509000.0,10,2192839
82,80 a 84,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,11476000.0,6,2192839
82,80 a 84,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2192839
83,80 a 84,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,15469000.0,8,2192839
83,80 a 84,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,26769000.0,14,2192839
84,80 a 84,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5125200.0,3,2192839
84,80 a 84,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,26814000.0,14,2192839
85,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,13425000.0,7,2192839
85,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,19100000.0,10,2192839
86,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,13787000.0,7,2192839
86,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,17190000.0,9,2192839
87,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,9550000.0,5,2192839
87,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,19100000.0,10,2192839
88,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
88,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2192839
89,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,11465000.0,6,2192839
89,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,17190000.0,9,2192839
90,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,3820000.0,2,2192839
90,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2192839
91,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5734000.0,3,2192839
91,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,15280000.0,8,2192839
92,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,5730000.0,3,2192839
92,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,14050000.0,7,2192839
93,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,3820000.0,2,2192839
93,85 y más,2020,Mujeres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
93,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,11460000.0,6,2192839
94,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,7640000.0,4,2192839
95,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,3820000.0,2,2192839
95,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,3820000.0,2,2192839
96,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
97,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,3821000.0,2,2192839
98,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,3820000.0,2,2192839
98,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
100,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
101,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
102,85 y más,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
105,85 y más,2020,Hombres,Vejez,Pasivos,Ferroviaria,0.0,1910000.0,1,2192839
18,15 a 19,2020,Hombres,Activos,Activos,Fiscal,22095239.2,138095245.0,590,2192839
18,15 a 19,2020,Mujeres,Activos,Activos,Fiscal,1087648.6400000001,6797804.0,20,2192839
19,15 a 19,2020,Hombres,Activos,Activos,Fiscal,75152285.44,469701784.0,1272,2192839
19,15 a 19,2020,Mujeres,Activos,Activos,Fiscal,10232416.64,63952604.0,88,2192839
20,20 a 24,2020,Hombres,Activos,Activos,Fiscal,180097151.84,1125607199.0,1271,2192839
20,20 a 24,2020,Mujeres,Activos,Activos,Fiscal,35273514.24,220459464.0,187,2192839
21,20 a 24,2020,Hombres,Activos,Activos,Fiscal,295356645.76,1845979036.0,1435,2192839
21,20 a 24,2020,Mujeres,Activos,Activos,Fiscal,56282636.64,351766479.0,231,2192839
22,20 a 24,2020,Hombres,Activos,Activos,Fiscal,421811839.36,2636323996.0,1536,2192839
22,20 a 24,2020,Mujeres,Activos,Activos,Fiscal,110488506.4,690553165.0,328,2192839
23,20 a 24,2020,Hombres,Activos,Activos,Fiscal,564484809.28,3528030058.0,1689,2192839
23,20 a 24,2020,Mujeres,Activos,Activos,Fiscal,182596249.76000002,1141226561.0,458,2192839
24,20 a 24,2020,Hombres,Activos,Activos,Fiscal,671323701.12,4195773132.0,1722,2192839
24,20 a 24,2020,Mujeres,Activos,Activos,Fiscal,314927348.8,1968295930.0,640,2192839
25,25 a 29,2020,Hombres,Activos,Activos,Fiscal,748152449.6,4675952810.0,1706,2192839
25,25 a 29,2020,Mujeres,Activos,Activos,Fiscal,437907606.56,2736922541.0,808,2192839
26,25 a 29,2020,Hombres,Activos,Activos,Fiscal,987933141.9200001,6174582137.0,1952,2192839
26,25 a 29,2020,Mujeres,Activos,Activos,Fiscal,606338193.12,3789613707.0,1050,2192839
27,25 a 29,2020,Hombres,Activos,Activos,Fiscal,1103560244.8000002,6897251530.0,1936,2192839
27,25 a 29,2020,Mujeres,Activos,Activos,Fiscal,714237233.6,4463982710.0,1216,2192839
28,25 a 29,2020,Hombres,Activos,Activos,Fiscal,1415931038.5600002,8849568991.0,2257,2192839
28,25 a 29,2020,Mujeres,Activos,Activos,Fiscal,928401867.2,5802511670.0,1472,2192839
29,25 a 29,2020,Hombres,Activos,Activos,Fiscal,1625527375.68,10159546098.0,2492,2192839
29,25 a 29,2020,Mujeres,Activos,Activos,Fiscal,1112498934.56,6953118341.0,1738,2192839
30,30 a 34,2020,Hombres,Activos,Activos,Fiscal,1875576507.04,11722353169.0,2688,2192839
30,30 a 34,2020,Mujeres,Activos,Activos,Fiscal,1341737687.2,8385860545.0,1991,2192839
31,30 a 34,2020,Hombres,Activos,Activos,Fiscal,2074488768.48,12965554803.0,2833,2192839
31,30 a 34,2020,Mujeres,Activos,Activos,Fiscal,1554260272.96,9714126706.0,2161,2192839
32,30 a 34,2020,Hombres,Activos,Activos,Fiscal,2383530363.52,14897064772.0,3087,2192839
32,30 a 34,2020,Mujeres,Activos,Activos,Fiscal,1857284720.0000002,11608029500.0,2459,2192839
33,30 a 34,2020,Hombres,Activos,Activos,Fiscal,2525676311.52,15785476947.0,3182,2192839
33,30 a 34,2020,Mujeres,Activos,Activos,Fiscal,2107933272.0000002,13174582950.0,2726,2192839
34,30 a 34,2020,Hombres,Activos,Activos,Fiscal,2733105724.48,17081910778.0,3388,2192839
34,30 a 34,2020,Mujeres,Activos,Activos,Fiscal,2502256320.6400003,15639102004.0,3145,2192839
35,35 a 39,2020,Hombres,Activos,Activos,Fiscal,2982200508.9600005,18638753181.0,3526,2192839
35,35 a 39,2020,Mujeres,Activos,Activos,Fiscal,2933567165.1200004,18334794782.0,3593,2192839
36,35 a 39,2020,Hombres,Activos,Activos,Fiscal,3245166551.6800003,20282290948.0,3706,2192839
36,35 a 39,2020,Mujeres,Activos,Activos,Fiscal,3641445915.8399997,22759036974.0,4341,2192839
37,35 a 39,2020,Hombres,Activos,Activos,Fiscal,3581426424.7999997,22383915155.0,3946,2192839
37,35 a 39,2020,Mujeres,Activos,Activos,Fiscal,3981656228.48,24885351428.0,4660,2192839
38,35 a 39,2020,Hombres,Activos,Activos,Fiscal,3881112645.44,24256954034.0,4165,2192839
38,35 a 39,2020,Mujeres,Activos,Activos,Fiscal,4800388079.84,30002425499.0,5452,2192839
39,35 a 39,2020,Hombres,Activos,Activos,Fiscal,4320747283.36,27004670521.0,4809,2192839
39,35 a 39,2020,Mujeres,Activos,Activos,Fiscal,5150546664.0,32190916650.0,5750,2192839
40,40 a 44,2020,Hombres,Activos,Activos,Fiscal,3997128746.8799996,24982054668.0,4085,2192839
40,40 a 44,2020,Mujeres,Activos,Activos,Fiscal,5469894656.96,34186841606.0,5929,2192839
41,40 a 44,2020,Hombres,Activos,Activos,Fiscal,3638051877.6,22737824235.0,3593,2192839
41,40 a 44,2020,Mujeres,Activos,Activos,Fiscal,4890943856.4800005,30568399103.0,5264,2192839
42,40 a 44,2020,Hombres,Activos,Activos,Fiscal,3463921863.04,21649511644.0,3326,2192839
42,40 a 44,2020,Mujeres,Activos,Activos,Fiscal,4413562015.04,27584762594.0,4606,2192839
43,40 a 44,2020,Hombres,Activos,Activos,Fiscal,3328764128.0,20804775800.0,3067,2192839
43,40 a 44,2020,Mujeres,Activos,Activos,Fiscal,4321765167.5199995,27011032297.0,4470,2192839
44,40 a 44,2020,Hombres,Activos,Activos,Fiscal,3337567415.04,20859796344.0,3011,2192839
44,40 a 44,2020,Mujeres,Activos,Activos,Fiscal,4154000621.6,25962503885.0,4155,2192839
45,45 a 49,2020,Hombres,Activos,Activos,Fiscal,3245772148.16,20286075926.0,2848,2192839
45,45 a 49,2020,Mujeres,Activos,Activos,Fiscal,3773889533.76,23586809586.0,3799,2192839
46,45 a 49,2020,Hombres,Activos,Activos,Fiscal,3005574587.2000003,18784841170.0,2654,2192839
46,45 a 49,2020,Mujeres,Activos,Activos,Fiscal,3559619213.12,22247620082.0,3575,2192839
47,45 a 49,2020,Hombres,Activos,Activos,Fiscal,2792260587.2000003,17451628670.0,2439,2192839
47,45 a 49,2020,Mujeres,Activos,Activos,Fiscal,3249931256.32,20312070352.0,3180,2192839
48,45 a 49,2020,Hombres,Activos,Activos,Fiscal,2771182708.96,17319891931.0,2403,2192839
48,45 a 49,2020,Mujeres,Activos,Activos,Fiscal,3050281059.36,19064256621.0,3049,2192839
49,45 a 49,2020,Hombres,Activos,Activos,Fiscal,2630801993.76,16442512461.0,2192,2192839
49,45 a 49,2020,Mujeres,Activos,Activos,Fiscal,2702019095.52,16887619347.0,2722,2192839
50,50 a 54,2020,Hombres,Activos,Activos,Fiscal,2499703198.56,15623144991.0,2064,2192839
50,50 a 54,2020,Mujeres,Activos,Activos,Fiscal,2565078405.44,16031740034.0,2595,2192839
51,50 a 54,2020,Hombres,Activos,Activos,Fiscal,2101228978.4,13132681115.0,1764,2192839
51,50 a 54,2020,Mujeres,Activos,Activos,Fiscal,2289899088.0,14311869300.0,2263,2192839
52,50 a 54,2020,Hombres,Activos,Activos,Fiscal,1900882218.2399998,11880513864.0,1628,2192839
52,50 a 54,2020,Mujeres,Activos,Activos,Fiscal,2120481255.52,13253007847.0,2171,2192839
53,50 a 54,2020,Hombres,Activos,Activos,Fiscal,1725279212.8,10782995080.0,1518,2192839
53,50 a 54,2020,Mujeres,Activos,Activos,Fiscal,1843348034.56,11520925216.0,1907,2192839
54,50 a 54,2020,Hombres,Activos,Activos,Fiscal,1583060457.92,9894127862.0,1424,2192839
54,50 a 54,2020,Mujeres,Activos,Activos,Fiscal,1720008436.16,10750052726.0,1786,2192839
55,55 a 59,2020,Hombres,Activos,Activos,Fiscal,1391545849.44,8697161559.0,1283,2192839
55,55 a 59,2020,Mujeres,Activos,Activos,Fiscal,1620626640.32,10128916502.0,1690,2192839
56,55 a 59,2020,Hombres,Activos,Activos,Fiscal,1325987320.3200002,8287420752.0,1179,2192839
56,55 a 59,2020,Mujeres,Activos,Activos,Fiscal,1473044742.88,9206529643.0,1541,2192839
57,55 a 59,2020,Hombres,Activos,Activos,Fiscal,1075012004.6399999,6718825029.0,1042,2192839
57,55 a 59,2020,Mujeres,Activos,Activos,Fiscal,1354184532.8,8463653330.0,1403,2192839
58,55 a 59,2020,Hombres,Activos,Activos,Fiscal,1066896292.48,6668101828.0,1046,2192839
58,55 a 59,2020,Mujeres,Activos,Activos,Fiscal,1081849298.08,6761558113.0,1201,2192839
59,55 a 59,2020,Hombres,Activos,Activos,Fiscal,961967445.44,6012296534.0,912,2192839
59,55 a 59,2020,Mujeres,Activos,Activos,Fiscal,987607144.16,6172544651.0,1020,2192839
60,60 a 64,2020,Hombres,Activos,Activos,Fiscal,847120178.08,5294501113.0,837,2192839
60,60 a 64,2020,Mujeres,Activos,Activos,Fiscal,925501127.8399999,5784382049.0,995,2192839
61,60 a 64,2020,Hombres,Activos,Activos,Fiscal,766799004.96,4792493781.0,743,2192839
61,60 a 64,2020,Mujeres,Activos,Activos,Fiscal,752131783.84,4700823649.0,847,2192839
62,60 a 64,2020,Hombres,Activos,Activos,Fiscal,687789056.8000001,4298681605.0,655,2192839
62,60 a 64,2020,Mujeres,Activos,Activos,Fiscal,622860331.04,3892877069.0,680,2192839
63,60 a 64,2020,Hombres,Activos,Activos,Fiscal,582595945.76,3641224661.0,593,2192839
63,60 a 64,2020,Mujeres,Activos,Activos,Fiscal,551882006.4,3449262540.0,623,2192839
64,60 a 64,2020,Hombres,Activos,Activos,Fiscal,568671730.7199999,3554198317.0,553,2192839
64,60 a 64,2020,Mujeres,Activos,Activos,Fiscal,480666050.56,3004162816.0,563,2192839
65,65 a 69,2020,Hombres,Activos,Activos,Fiscal,558358242.5600001,3489739016.0,511,2192839
65,65 a 69,2020,Mujeres,Activos,Activos,Fiscal,426941546.88,2668384668.0,448,2192839
66,65 a 69,2020,Hombres,Activos,Activos,Fiscal,432898848.15999997,2705617801.0,404,2192839
66,65 a 69,2020,Mujeres,Activos,Activos,Fiscal,351329108.0,2195806925.0,372,2192839
67,65 a 69,2020,Hombres,Activos,Activos,Fiscal,354113136.8,2213207105.0,320,2192839
67,65 a 69,2020,Mujeres,Activos,Activos,Fiscal,222012740.16,1387579626.0,229,2192839
68,65 a 69,2020,Hombres,Activos,Activos,Fiscal,296460000.32,1852875002.0,249,2192839
68,65 a 69,2020,Mujeres,Activos,Activos,Fiscal,159869904.48,999186903.0,179,2192839
69,65 a 69,2020,Hombres,Activos,Activos,Fiscal,232260696.16,1451629351.0,190,2192839
69,65 a 69,2020,Mujeres,Activos,Activos,Fiscal,113875171.68,711719823.0,129,2192839
70,70 a 74,2020,Hombres,Activos,Activos,Fiscal,162471583.20000002,1015447395.0,149,2192839
70,70 a 74,2020,Mujeres,Activos,Activos,Fiscal,82352469.76,514702936.0,94,2192839
71,70 a 74,2020,Hombres,Activos,Activos,Fiscal,126186564.0,788666025.0,124,2192839
71,70 a 74,2020,Mujeres,Activos,Activos,Fiscal,66288199.52,414301247.0,75,2192839
72,70 a 74,2020,Hombres,Activos,Activos,Fiscal,104112844.32000001,650705277.0,90,2192839
72,70 a 74,2020,Mujeres,Activos,Activos,Fiscal,52956194.72,330976217.0,57,2192839
73,70 a 74,2020,Hombres,Activos,Activos,Fiscal,147108634.56,919428966.0,102,2192839
73,70 a 74,2020,Mujeres,Activos,Activos,Fiscal,46188733.12,288679582.0,57,2192839
74,70 a 74,2020,Hombres,Activos,Activos,Fiscal,80694198.72,504338742.0,70,2192839
74,70 a 74,2020,Mujeres,Activos,Activos,Fiscal,35273746.72,220460917.0,46,2192839
75,75 a 79,2020,Hombres,Activos,Activos,Fiscal,55388021.44,346175134.0,66,2192839
75,75 a 79,2020,Mujeres,Activos,Activos,Fiscal,28578022.240000002,178612639.0,38,2192839
76,75 a 79,2020,Hombres,Activos,Activos,Fiscal,42756785.44,267229909.0,51,2192839
76,75 a 79,2020,Mujeres,Activos,Activos,Fiscal,22268114.72,139175717.0,32,2192839
77,75 a 79,2020,Hombres,Activos,Activos,Fiscal,44767301.92,279795637.0,41,2192839
77,75 a 79,2020,Mujeres,Activos,Activos,Fiscal,18336487.36,114603046.0,19,2192839
78,75 a 79,2020,Hombres,Activos,Activos,Fiscal,28098871.52,175617947.0,34,2192839
78,75 a 79,2020,Mujeres,Activos,Activos,Fiscal,7360994.4,46006215.0,14,2192839
79,75 a 79,2020,Hombres,Activos,Activos,Fiscal,32727280.8,204545505.0,22,2192839
79,75 a 79,2020,Mujeres,Activos,Activos,Fiscal,5337124.32,33357027.0,7,2192839
80,80 a 84,2020,Hombres,Activos,Activos,Fiscal,18209990.400000002,113812440.0,27,2192839
80,80 a 84,2020,Mujeres,Activos,Activos,Fiscal,5073586.08,31709913.0,10,2192839
81,80 a 84,2020,Hombres,Activos,Activos,Fiscal,25212020.96,157575131.0,15,2192839
81,80 a 84,2020,Mujeres,Activos,Activos,Fiscal,2565989.12,16037432.0,6,2192839
82,80 a 84,2020,Hombres,Activos,Activos,Fiscal,12160483.040000001,76003019.0,14,2192839
82,80 a 84,2020,Mujeres,Activos,Activos,Fiscal,4627167.68,28919798.0,7,2192839
83,80 a 84,2020,Hombres,Activos,Activos,Fiscal,10024617.28,62653858.0,13,2192839
83,80 a 84,2020,Mujeres,Activos,Activos,Fiscal,1888001.6,11800010.0,3,2192839
84,80 a 84,2020,Hombres,Activos,Activos,Fiscal,5611251.5200000005,35070322.0,7,2192839
84,80 a 84,2020,Mujeres,Activos,Activos,Fiscal,1390056.8,8687855.0,2,2192839
85,85 y más,2020,Hombres,Activos,Activos,Fiscal,4398709.76,27491936.0,5,2192839
85,85 y más,2020,Mujeres,Activos,Activos,Fiscal,2093893.44,13086834.0,3,2192839
86,85 y más,2020,Hombres,Activos,Activos,Fiscal,6127406.5600000005,38296291.0,7,2192839
86,85 y más,2020,Mujeres,Activos,Activos,Fiscal,821231.52,5132697.0,1,2192839
87,85 y más,2020,Hombres,Activos,Activos,Fiscal,3090149.6,19313435.0,5,2192839
87,85 y más,2020,Mujeres,Activos,Activos,Fiscal,384000.0,2400000.0,1,2192839
88,85 y más,2020,Hombres,Activos,Activos,Fiscal,2622000.0,16387500.0,2,2192839
88,85 y más,2020,Mujeres,Activos,Activos,Fiscal,928000.0,5800000.0,2,2192839
89,85 y más,2020,Hombres,Activos,Activos,Fiscal,1493369.6,9333560.0,3,2192839
89,85 y más,2020,Mujeres,Activos,Activos,Fiscal,504258.24,3151614.0,1,2192839
90,85 y más,2020,Hombres,Activos,Activos,Fiscal,1355508.96,8471931.0,2,2192839
2,0 a 4,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,314579.0,1,2192839
3,0 a 4,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,794296.0,1,2192839
3,0 a 4,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,2705715.0,3,2192839
4,0 a 4,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4008574.0,2,2192839
4,0 a 4,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1799554.0,1,2192839
5,5 a 9,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1705476.0,2,2192839
5,5 a 9,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,809304.0,1,2192839
6,5 a 9,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,3661358.0,4,2192839
6,5 a 9,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,3425002.0,4,2192839
7,5 a 9,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4229220.0,5,2192839
7,5 a 9,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,5064713.0,5,2192839
8,5 a 9,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,2552613.0,3,2192839
8,5 a 9,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4583521.0,5,2192839
9,5 a 9,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4228469.0,4,2192839
9,5 a 9,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4017859.0,3,2192839
10,10 a 14,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,6951979.0,7,2192839
10,10 a 14,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,7282864.0,7,2192839
11,10 a 14,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4234174.0,5,2192839
11,10 a 14,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,5299929.0,6,2192839
12,10 a 14,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,10982745.0,11,2192839
12,10 a 14,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,5304912.0,5,2192839
13,10 a 14,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,9456156.0,8,2192839
13,10 a 14,2020,Mujeres,Invalidez,Pasivos,Fiscal,0.0,1807579.0,1,2192839
13,10 a 14,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,11803530.0,8,2192839
14,10 a 14,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,7321549.0,7,2192839
14,10 a 14,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4517148.0,6,2192839
15,15 a 19,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,8017604.0,10,2192839
15,15 a 19,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,7057719.0,6,2192839
16,15 a 19,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,12112496.0,11,2192839
16,15 a 19,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,6895007.0,8,2192839
17,15 a 19,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,14376963.0,12,2192839
17,15 a 19,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,10266138.0,10,2192839
18,15 a 19,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,2640019.0,1,2192839
19,15 a 19,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1373519.0,1,2192839
22,20 a 24,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,866935.0,1,2192839
23,20 a 24,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1460000.0,2,2192839
23,20 a 24,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,6277308.0,4,2192839
24,20 a 24,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1733870.0,2,2192839
25,25 a 29,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4505881.0,4,2192839
26,25 a 29,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,847702.0,1,2192839
26,25 a 29,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,2406603.0,2,2192839
27,25 a 29,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,13323264.0,9,2192839
28,25 a 29,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,7151381.0,4,2192839
29,25 a 29,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,4959199.0,4,2192839
30,30 a 34,2020,Hombres,Vejez,Pasivos,Fiscal,0.0,4385679.0,1,2192839
30,30 a 34,2020,Mujeres,Vejez,Pasivos,Fiscal,0.0,13095782.0,6,2192839
30,30 a 34,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,6949522.0,3,2192839
31,30 a 34,2020,Hombres,Vejez,Pasivos,Fiscal,0.0,7846922.0,3,2192839
31,30 a 34,2020,Mujeres,Vejez,Pasivos,Fiscal,0.0,9724421.0,8,2192839
31,30 a 34,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,18715843.0,8,2192839
32,30 a 34,2020,Hombres,Vejez,Pasivos,Fiscal,0.0,7637518.0,4,2192839
32,30 a 34,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,11133156.0,5,2192839
33,30 a 34,2020,Hombres,Vejez,Pasivos,Fiscal,0.0,9680139.0,6,2192839
33,30 a 34,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,1611141.0,1,2192839
33,30 a 34,2020,Mujeres,Vejez,Pasivos,Fiscal,0.0,11739104.0,6,2192839
33,30 a 34,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,19253219.0,9,2192839
34,30 a 34,2020,Hombres,Vejez,Pasivos,Fiscal,0.0,6394977.0,5,2192839
34,30 a 34,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,3699758.0,1,2192839
34,30 a 34,2020,Mujeres,Vejez,Pasivos,Fiscal,0.0,8470909.0,6,2192839
34,30 a 34,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,19541974.0,7,2192839
35,35 a 39,2020,Hombres,Vejez,Pasivos,Fiscal,0.0,6975579.0,4,2192839
35,35 a 39,2020,Mujeres,Vejez,Pasivos,Fiscal,0.0,5414330.0,5,2192839
35,35 a 39,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,35565270.0,13,2192839
36,35 a 39,2020,Hombres,Vejez,Pasivos,Fiscal,0.0,31632817.0,9,2192839
36,35 a 39,2020,Mujeres,Vejez,Pasivos,Fiscal,0.0,32211077.0,11,2192839
36,35 a 39,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,33359376.0,15,2192839
37,35 a 39,2020,Hombres,Vejez,Pasivos,Fiscal,0.0,31747754.0,11,2192839
37,35 a 39,2020,Mujeres,Vejez,Pasivos,Fiscal,0.0,17895898.0,8,2192839
37,35 a 39,2020,Mujeres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,36007385.0,17,2192839
38,35 a 39,2020,Hombres,Vejez,Pasivos,Fiscal,0.0,26209336.0,11,2192839
38,35 a 39,2020,Hombres,Pensión/Sobrevivencia,Pasivos,Fiscal,0.0,2209557.0,2,2192839
38,35 a 39,2020,Mujeres,Vejez,Pasivos,Fiscal,0.0,39743718.0,17,2192839
38,35 a 39,2020,Mujeres,Invalidez,Pasivos,Fiscal,0.0,1147613.0,1,2192839
