edad,gq,year,sexo,tipobenr,estado,caja,mes,masaaportes,masamontoing,cantidad,sml,montoprom
75,75 a 79,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1244498.0,1,2550307.0,1244498.0
75,75 a 79,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,24343651.0,5,2550307.0,4868730.2
75,75 a 79,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,67455113.0,14,2550307.0,4818222.357142857
75,75 a 79,2022,Mujeres,Otros,Pasivos,Ande,12,0.0,3598543.0,1,2550307.0,3598543.0
76,75 a 79,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,236323098.0,35,2550307.0,6752088.514285714
76,75 a 79,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,12886222.0,3,2550307.0,4295407.333333333
76,75 a 79,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,47173621.0,11,2550307.0,4288511.0
77,75 a 79,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,213822574.0,32,2550307.0,6681955.4375
77,75 a 79,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,10868767.0,3,2550307.0,3622922.3333333335
77,75 a 79,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,77577624.0,14,2550307.0,5541258.857142857
78,75 a 79,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,201862828.0,30,2550307.0,6728760.933333334
78,75 a 79,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,5224704.0,1,2550307.0,5224704.0
78,75 a 79,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,6555569.0,1,2550307.0,6555569.0
78,75 a 79,2022,Mujeres,Invalidez,Pasivos,Ande,12,0.0,2070576.0,1,2550307.0,2070576.0
78,75 a 79,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,35382585.0,11,2550307.0,3216598.6363636362
79,75 a 79,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,179214151.0,22,2550307.0,8146097.7727272725
79,75 a 79,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,5437978.0,1,2550307.0,5437978.0
79,75 a 79,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,43187612.0,13,2550307.0,3322124.0
80,80 a 84,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,193506221.0,25,2550307.0,7740248.84
80,80 a 84,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,14030284.0,2,2550307.0,7015142.0
80,80 a 84,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,37510305.0,7,2550307.0,5358615.0
81,80 a 84,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,47120464.0,8,2550307.0,5890058.0
81,80 a 84,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,4725117.0,1,2550307.0,4725117.0
81,80 a 84,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,29691247.0,10,2550307.0,2969124.7
82,80 a 84,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,74335103.0,11,2550307.0,6757736.636363637
82,80 a 84,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,638684.0,1,2550307.0,638684.0
82,80 a 84,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,8352999.0,1,2550307.0,8352999.0
82,80 a 84,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,58173434.0,10,2550307.0,5817343.4
83,80 a 84,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,90810137.0,11,2550307.0,8255467.0
83,80 a 84,2022,Hombres,Otros,Pasivos,Ande,12,0.0,5362793.0,1,2550307.0,5362793.0
83,80 a 84,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,17276370.0,3,2550307.0,5758790.0
83,80 a 84,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,23942362.0,7,2550307.0,3420337.4285714286
84,80 a 84,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,19938753.0,3,2550307.0,6646251.0
84,80 a 84,2022,Hombres,Otros,Pasivos,Ande,12,0.0,4473439.0,1,2550307.0,4473439.0
84,80 a 84,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,15353297.0,4,2550307.0,3838324.25
85,85 y más,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,70171637.0,10,2550307.0,7017163.7
85,85 y más,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,6237147.0,2,2550307.0,3118573.5
85,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,18275658.0,8,2550307.0,2284457.25
86,85 y más,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,19837574.0,4,2550307.0,4959393.5
86,85 y más,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,2141604.0,1,2550307.0,2141604.0
86,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,19949406.0,7,2550307.0,2849915.1428571427
87,85 y más,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,39321057.0,9,2550307.0,4369006.333333333
87,85 y más,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,750194.0,1,2550307.0,750194.0
87,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,22005553.0,9,2550307.0,2445061.4444444445
88,85 y más,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,30309877.0,6,2550307.0,5051646.166666667
88,85 y más,2022,Hombres,Invalidez,Pasivos,Ande,12,0.0,3512360.0,1,2550307.0,3512360.0
88,85 y más,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1404461.0,1,2550307.0,1404461.0
88,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,26856127.0,8,2550307.0,3357015.875
89,85 y más,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,13791934.0,4,2550307.0,3447983.5
89,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,18627582.0,7,2550307.0,2661083.1428571427
90,85 y más,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,2821738.0,1,2550307.0,2821738.0
90,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,8815639.0,3,2550307.0,2938546.3333333335
91,85 y más,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,2586859.0,1,2550307.0,2586859.0
91,85 y más,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,3010851.0,1,2550307.0,3010851.0
91,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,5320497.0,2,2550307.0,2660248.5
92,85 y más,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,15961704.0,2,2550307.0,7980852.0
92,85 y más,2022,Mujeres,Vejez,Pasivos,Ande,12,0.0,2812698.0,1,2550307.0,2812698.0
92,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,7170663.0,3,2550307.0,2390221.0
93,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,7418704.0,3,2550307.0,2472901.3333333335
94,85 y más,2022,Hombres,Vejez,Pasivos,Ande,12,0.0,3048929.0,1,2550307.0,3048929.0
94,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,13708358.0,6,2550307.0,2284726.3333333335
95,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,4736006.0,1,2550307.0,4736006.0
96,85 y más,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,4903580.0,1,2550307.0,4903580.0
96,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,5047785.0,2,2550307.0,2523892.5
98,85 y más,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1565418.0,1,2550307.0,1565418.0
18,15 a 19,2022,Hombres,Activos,Activos,Bancaria,12,11700923.92,41789014.0,15,2550307.0,2785934.2666666666
18,15 a 19,2022,Mujeres,Activos,Activos,Bancaria,12,12061695.24,43077483.0,15,2550307.0,2871832.2
19,15 a 19,2022,Hombres,Activos,Activos,Bancaria,12,69513776.64000002,248263488.0,69,2550307.0,3598021.565217391
19,15 a 19,2022,Mujeres,Activos,Activos,Bancaria,12,51131951.36000002,182614112.0,51,2550307.0,3580668.862745098
20,20 a 24,2022,Hombres,Activos,Activos,Bancaria,12,118378064.8399999,422778803.0,109,2550307.0,3878704.6146788993
20,20 a 24,2022,Mujeres,Activos,Activos,Bancaria,12,89434911.99999996,319410400.0,84,2550307.0,3802504.761904762
21,20 a 24,2022,Hombres,Activos,Activos,Bancaria,12,167673208.07999983,598832886.0,147,2550307.0,4073693.102040816
21,20 a 24,2022,Mujeres,Activos,Activos,Bancaria,12,103988185.83999991,371386378.0,97,2550307.0,3828725.5463917525
22,20 a 24,2022,Hombres,Activos,Activos,Bancaria,12,198506733.31999975,708952619.0,163,2550307.0,4349402.570552147
22,20 a 24,2022,Mujeres,Activos,Activos,Bancaria,12,177159996.1599997,632714272.0,148,2550307.0,4275096.432432433
23,20 a 24,2022,Hombres,Activos,Activos,Bancaria,12,281965295.6399997,1007018913.0,209,2550307.0,4818272.311004785
23,20 a 24,2022,Mujeres,Activos,Activos,Bancaria,12,236064316.31999972,843086844.0,191,2550307.0,4414067.246073298
24,20 a 24,2022,Hombres,Activos,Activos,Bancaria,12,357582255.51999974,1277079484.0,248,2550307.0,5149514.048387097
24,20 a 24,2022,Mujeres,Activos,Activos,Bancaria,12,209640544.11999974,748716229.0,156,2550307.0,4799463.006410256
25,25 a 29,2022,Hombres,Activos,Activos,Bancaria,12,444551644.8800001,1587684446.0,297,2550307.0,5345738.875420876
25,25 a 29,2022,Mujeres,Activos,Activos,Bancaria,12,387367048.87999976,1383453746.0,253,2550307.0,5468196.624505929
26,25 a 29,2022,Hombres,Activos,Activos,Bancaria,12,509470422.4399999,1819537223.0,293,2550307.0,6210024.651877133
26,25 a 29,2022,Mujeres,Activos,Activos,Bancaria,12,375364690.9599999,1340588182.0,246,2550307.0,5449545.455284553
27,25 a 29,2022,Hombres,Activos,Activos,Bancaria,12,583382441.0400003,2083508718.0,333,2550307.0,6256782.936936937
27,25 a 29,2022,Mujeres,Activos,Activos,Bancaria,12,409518843.72,1462567299.0,242,2550307.0,6043666.524793388
28,25 a 29,2022,Hombres,Activos,Activos,Bancaria,12,556029175.2400001,1985818483.0,279,2550307.0,7117628.971326165
28,25 a 29,2022,Mujeres,Activos,Activos,Bancaria,12,475270033.28,1697392976.0,252,2550307.0,6735686.412698412
29,25 a 29,2022,Hombres,Activos,Activos,Bancaria,12,649674093.0400002,2320264618.0,302,2550307.0,7682995.423841059
29,25 a 29,2022,Mujeres,Activos,Activos,Bancaria,12,501092304.44000006,1789615373.0,255,2550307.0,7018099.501960784
30,30 a 34,2022,Hombres,Activos,Activos,Bancaria,12,693922991.4399999,2478296398.0,320,2550307.0,7744676.24375
30,30 a 34,2022,Mujeres,Activos,Activos,Bancaria,12,488929962.6399998,1746178438.0,252,2550307.0,6929279.515873016
31,30 a 34,2022,Hombres,Activos,Activos,Bancaria,12,726667025.5600003,2595239377.0,324,2550307.0,8009998.0771604935
31,30 a 34,2022,Mujeres,Activos,Activos,Bancaria,12,579236142.2400001,2068700508.0,253,2550307.0,8176681.849802371
32,30 a 34,2022,Hombres,Activos,Activos,Bancaria,12,763841710.2400001,2728006108.0,323,2550307.0,8445839.34365325
32,30 a 34,2022,Mujeres,Activos,Activos,Bancaria,12,545508532.2400001,1948244758.0,234,2550307.0,8325832.299145299
33,30 a 34,2022,Hombres,Activos,Activos,Bancaria,12,831207777.96,2968599207.0,298,2550307.0,9961742.305369128
33,30 a 34,2022,Mujeres,Activos,Activos,Bancaria,12,576423288.0000002,2058654600.0,238,2550307.0,8649809.24369748
34,30 a 34,2022,Hombres,Activos,Activos,Bancaria,12,767137593.3200002,2739777119.0,276,2550307.0,9926728.692028986
34,30 a 34,2022,Mujeres,Activos,Activos,Bancaria,12,600598880.84,2144996003.0,233,2550307.0,9205991.429184549
35,35 a 39,2022,Hombres,Activos,Activos,Bancaria,12,725191049.5199999,2589968034.0,253,2550307.0,10237027.802371541
35,35 a 39,2022,Mujeres,Activos,Activos,Bancaria,12,512422092.83999985,1830078903.0,195,2550307.0,9385020.015384614
36,35 a 39,2022,Hombres,Activos,Activos,Bancaria,12,646805633.8800004,2310020121.0,218,2550307.0,10596422.573394496
36,35 a 39,2022,Mujeres,Activos,Activos,Bancaria,12,610601582.0800002,2180719936.0,198,2550307.0,11013737.050505051
37,35 a 39,2022,Hombres,Activos,Activos,Bancaria,12,779830229.3599999,2785107962.0,239,2550307.0,11653171.389121339
37,35 a 39,2022,Mujeres,Activos,Activos,Bancaria,12,471195834.2,1682842265.0,154,2550307.0,10927547.175324675
38,35 a 39,2022,Hombres,Activos,Activos,Bancaria,12,671551786.36,2398399237.0,203,2550307.0,11814774.566502463
38,35 a 39,2022,Mujeres,Activos,Activos,Bancaria,12,454211165.52,1622182734.0,147,2550307.0,11035256.693877552
39,35 a 39,2022,Hombres,Activos,Activos,Bancaria,12,750059679.8800001,2678784571.0,208,2550307.0,12878771.975961538
39,35 a 39,2022,Mujeres,Activos,Activos,Bancaria,12,463878839.20000005,1656710140.0,135,2550307.0,12271926.962962963
40,40 a 44,2022,Hombres,Activos,Activos,Bancaria,12,705525637.0400001,2519734418.0,187,2550307.0,13474515.604278075
40,40 a 44,2022,Mujeres,Activos,Activos,Bancaria,12,371508019.12,1326814354.0,115,2550307.0,11537516.12173913
41,40 a 44,2022,Hombres,Activos,Activos,Bancaria,12,545817836.76,1949349417.0,141,2550307.0,13825173.170212766
41,40 a 44,2022,Mujeres,Activos,Activos,Bancaria,12,381124770.04,1361159893.0,100,2550307.0,13611598.93
42,40 a 44,2022,Hombres,Activos,Activos,Bancaria,12,555329047.5600001,1983318027.0,137,2550307.0,14476773.919708028
42,40 a 44,2022,Mujeres,Activos,Activos,Bancaria,12,371617596.56000006,1327205702.0,93,2550307.0,14271029.053763442
43,40 a 44,2022,Hombres,Activos,Activos,Bancaria,12,713324676.9600003,2547588132.0,165,2550307.0,15439928.072727272
43,40 a 44,2022,Mujeres,Activos,Activos,Bancaria,12,378172718.2800001,1350616851.0,99,2550307.0,13642594.454545455
44,40 a 44,2022,Hombres,Activos,Activos,Bancaria,12,454669349.96000016,1623819107.0,110,2550307.0,14761991.88181818
44,40 a 44,2022,Mujeres,Activos,Activos,Bancaria,12,221587663.92,791384514.0,62,2550307.0,12764266.35483871
45,45 a 49,2022,Hombres,Activos,Activos,Bancaria,12,436236896.2,1557988915.0,101,2550307.0,15425632.821782177
45,45 a 49,2022,Mujeres,Activos,Activos,Bancaria,12,416123005.75999993,1486153592.0,89,2550307.0,16698354.966292135
46,45 a 49,2022,Hombres,Activos,Activos,Bancaria,12,535133646.88000005,1911191596.0,101,2550307.0,18922689.069306932
46,45 a 49,2022,Mujeres,Activos,Activos,Bancaria,12,336301758.79999995,1201077710.0,71,2550307.0,16916587.46478873
47,45 a 49,2022,Hombres,Activos,Activos,Bancaria,12,533094949.52,1903910534.0,107,2550307.0,17793556.392523363
47,45 a 49,2022,Mujeres,Activos,Activos,Bancaria,12,230791612.24000004,824255758.0,50,2550307.0,16485115.16
48,45 a 49,2022,Hombres,Activos,Activos,Bancaria,12,447419327.59999996,1597926170.0,87,2550307.0,18366967.471264366
48,45 a 49,2022,Mujeres,Activos,Activos,Bancaria,12,295359778.56000006,1054856352.0,62,2550307.0,17013812.129032258
49,45 a 49,2022,Hombres,Activos,Activos,Bancaria,12,623988987.72,2228532099.0,103,2550307.0,21636233.970873788
49,45 a 49,2022,Mujeres,Activos,Activos,Bancaria,12,176602726.72000003,630724024.0,36,2550307.0,17520111.777777776
50,50 a 54,2022,Hombres,Activos,Activos,Bancaria,12,519175465.1999999,1854198090.0,98,2550307.0,18920388.673469387
50,50 a 54,2022,Mujeres,Activos,Activos,Bancaria,12,338794932.56,1209981902.0,51,2550307.0,23725135.333333332
51,50 a 54,2022,Hombres,Activos,Activos,Bancaria,12,456220580.2000001,1629359215.0,83,2550307.0,19630833.91566265
51,50 a 54,2022,Mujeres,Activos,Activos,Bancaria,12,298046841.6800001,1064453006.0,50,2550307.0,21289060.12
52,50 a 54,2022,Hombres,Activos,Activos,Bancaria,12,550318271.44,1965422398.0,108,2550307.0,18198355.537037037
52,50 a 54,2022,Mujeres,Activos,Activos,Bancaria,12,300660334.52000004,1073786909.0,58,2550307.0,18513567.396551725
53,50 a 54,2022,Hombres,Activos,Activos,Bancaria,12,421796212.31999993,1506415044.0,91,2550307.0,16554011.472527472
53,50 a 54,2022,Mujeres,Activos,Activos,Bancaria,12,248492592.04000002,887473543.0,38,2550307.0,23354566.92105263
54,50 a 54,2022,Hombres,Activos,Activos,Bancaria,12,459791282.44,1642111723.0,77,2550307.0,21326126.272727273
54,50 a 54,2022,Mujeres,Activos,Activos,Bancaria,12,109195084.88,389982446.0,26,2550307.0,14999324.846153846
55,55 a 59,2022,Hombres,Activos,Activos,Bancaria,12,410309004.84000003,1465389303.0,80,2550307.0,18317366.2875
55,55 a 59,2022,Mujeres,Activos,Activos,Bancaria,12,135172348.64000002,482758388.0,25,2550307.0,19310335.52
56,55 a 59,2022,Hombres,Activos,Activos,Bancaria,12,485457289.24,1733776033.0,81,2550307.0,21404642.38271605
56,55 a 59,2022,Mujeres,Activos,Activos,Bancaria,12,164003129.07999998,585725461.0,27,2550307.0,21693535.592592593
57,55 a 59,2022,Hombres,Activos,Activos,Bancaria,12,478061466.3999999,1707362380.0,74,2550307.0,23072464.594594594
57,55 a 59,2022,Mujeres,Activos,Activos,Bancaria,12,144579289.68,516354606.0,25,2550307.0,20654184.24
58,55 a 59,2022,Hombres,Activos,Activos,Bancaria,12,338590395.3600001,1209251412.0,55,2550307.0,21986389.30909091
58,55 a 59,2022,Mujeres,Activos,Activos,Bancaria,12,83025841.92,296520864.0,20,2550307.0,14826043.2
59,55 a 59,2022,Hombres,Activos,Activos,Bancaria,12,241606953.84,862881978.0,49,2550307.0,17609836.285714287
59,55 a 59,2022,Mujeres,Activos,Activos,Bancaria,12,108939614.56,389070052.0,19,2550307.0,20477371.157894738
60,60 a 64,2022,Hombres,Activos,Activos,Bancaria,12,113128627.07999998,404030811.0,28,2550307.0,14429671.82142857
60,60 a 64,2022,Mujeres,Activos,Activos,Bancaria,12,65814742.00000001,235052650.0,15,2550307.0,15670176.666666666
61,60 a 64,2022,Hombres,Activos,Activos,Bancaria,12,130297422.64000002,465347938.0,21,2550307.0,22159425.61904762
61,60 a 64,2022,Mujeres,Activos,Activos,Bancaria,12,35497049.0,126775175.0,7,2550307.0,18110739.285714287
62,60 a 64,2022,Hombres,Activos,Activos,Bancaria,12,89785189.76,320661392.0,18,2550307.0,17814521.777777776
62,60 a 64,2022,Mujeres,Activos,Activos,Bancaria,12,26398400.280000005,94280001.0,8,2550307.0,11785000.125
63,60 a 64,2022,Hombres,Activos,Activos,Bancaria,12,70392612.36000001,251402187.0,10,2550307.0,25140218.7
63,60 a 64,2022,Mujeres,Activos,Activos,Bancaria,12,53719174.88000001,191854196.0,10,2550307.0,19185419.6
64,60 a 64,2022,Hombres,Activos,Activos,Bancaria,12,41745050.2,149089465.0,9,2550307.0,16565496.111111112
64,60 a 64,2022,Mujeres,Activos,Activos,Bancaria,12,14490080.36,51750287.0,4,2550307.0,12937571.75
65,65 a 69,2022,Hombres,Activos,Activos,Bancaria,12,55773047.400000006,199189455.0,15,2550307.0,13279297.0
65,65 a 69,2022,Mujeres,Activos,Activos,Bancaria,12,7381050.880000001,26360896.0,2,2550307.0,13180448.0
66,65 a 69,2022,Hombres,Activos,Activos,Bancaria,12,46562873.0,166295975.0,14,2550307.0,11878283.92857143
66,65 a 69,2022,Mujeres,Activos,Activos,Bancaria,12,59323649.84,211870178.0,5,2550307.0,42374035.6
67,65 a 69,2022,Hombres,Activos,Activos,Bancaria,12,33413080.960000005,119332432.0,6,2550307.0,19888738.666666668
67,65 a 69,2022,Mujeres,Activos,Activos,Bancaria,12,3030352.08,10822686.0,1,2550307.0,10822686.0
68,65 a 69,2022,Hombres,Activos,Activos,Bancaria,12,26277412.000000004,93847900.0,5,2550307.0,18769580.0
68,65 a 69,2022,Mujeres,Activos,Activos,Bancaria,12,6860000.000000001,24500000.0,1,2550307.0,24500000.0
69,65 a 69,2022,Hombres,Activos,Activos,Bancaria,12,28482452.320000004,101723044.0,7,2550307.0,14531863.42857143
69,65 a 69,2022,Mujeres,Activos,Activos,Bancaria,12,4925200.000000001,17590000.0,1,2550307.0,17590000.0
70,70 a 74,2022,Hombres,Activos,Activos,Bancaria,12,12897360.0,46062000.0,4,2550307.0,11515500.0
70,70 a 74,2022,Mujeres,Activos,Activos,Bancaria,12,6613183.920000001,23618514.0,2,2550307.0,11809257.0
71,70 a 74,2022,Hombres,Activos,Activos,Bancaria,12,1346800.0000000002,4810000.0,1,2550307.0,4810000.0
72,70 a 74,2022,Hombres,Activos,Activos,Bancaria,12,15405802.72,55020724.0,2,2550307.0,27510362.0
73,70 a 74,2022,Hombres,Activos,Activos,Bancaria,12,12270396.88,43822846.0,5,2550307.0,8764569.2
73,70 a 74,2022,Mujeres,Activos,Activos,Bancaria,12,6959524.32,24855444.0,1,2550307.0,24855444.0
74,70 a 74,2022,Hombres,Activos,Activos,Bancaria,12,19479865.720000003,69570949.0,3,2550307.0,23190316.333333332
75,75 a 79,2022,Hombres,Activos,Activos,Bancaria,12,5222000.000000001,18650000.0,2,2550307.0,9325000.0
76,75 a 79,2022,Hombres,Activos,Activos,Bancaria,12,6179600.000000001,22070000.0,1,2550307.0,22070000.0
77,75 a 79,2022,Hombres,Activos,Activos,Bancaria,12,12200872.880000003,43574546.0,2,2550307.0,21787273.0
77,75 a 79,2022,Mujeres,Activos,Activos,Bancaria,12,5261200.000000001,18790000.0,1,2550307.0,18790000.0
78,75 a 79,2022,Hombres,Activos,Activos,Bancaria,12,3962110.8800000004,14150396.0,2,2550307.0,7075198.0
81,80 a 84,2022,Hombres,Activos,Activos,Bancaria,12,2856000.0000000005,10200000.0,1,2550307.0,10200000.0
88,85 y más,2022,Hombres,Activos,Activos,Bancaria,12,5398053.08,19278761.0,1,2550307.0,19278761.0
90,85 y más,2022,Mujeres,Activos,Activos,Bancaria,12,2996000.0000000005,10700000.0,1,2550307.0,10700000.0
15,15 a 19,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,691651.0,1,2550307.0,691651.0
20,20 a 24,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,1247915.4166666667,1,2550307.0,1247915.4166666667
21,20 a 24,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,2702593.6666666665,1,2550307.0,2702593.6666666665
22,20 a 24,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,2271980.0,1,2550307.0,2271980.0
22,20 a 24,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,458970.3333333333,1,2550307.0,458970.3333333333
23,20 a 24,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,690311.25,1,2550307.0,690311.25
23,20 a 24,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,13456712.583333334,2,2550307.0,6728356.291666667
24,20 a 24,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,7095666.5,2,2550307.0,3547833.25
28,25 a 29,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,2504864.0,1,2550307.0,2504864.0
41,40 a 44,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,4251348.166666667,1,2550307.0,4251348.166666667
48,45 a 49,2022,Mujeres,Invalidez,Pasivos,Bancaria,12,0.0,1989469.5833333333,1,2550307.0,1989469.5833333333
48,45 a 49,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,3910268.0,1,2550307.0,3910268.0
51,50 a 54,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,3654690.583333333,2,2550307.0,1827345.2916666665
52,50 a 54,2022,Hombres,Invalidez,Pasivos,Bancaria,12,0.0,1067064.8333333333,1,2550307.0,1067064.8333333333
52,50 a 54,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,2436204.0,1,2550307.0,2436204.0
52,50 a 54,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,3738754.5833333335,1,2550307.0,3738754.5833333335
53,50 a 54,2022,Hombres,Invalidez,Pasivos,Bancaria,12,0.0,12370787.0,1,2550307.0,12370787.0
53,50 a 54,2022,Mujeres,Invalidez,Pasivos,Bancaria,12,0.0,2064793.0,1,2550307.0,2064793.0
54,50 a 54,2022,Mujeres,Invalidez,Pasivos,Bancaria,12,0.0,4160378.75,1,2550307.0,4160378.75
54,50 a 54,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,2830221.5,2,2550307.0,1415110.75
56,55 a 59,2022,Hombres,Invalidez,Pasivos,Bancaria,12,0.0,2772280.0,1,2550307.0,2772280.0
56,55 a 59,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,3890287.25,1,2550307.0,3890287.25
57,55 a 59,2022,Hombres,Invalidez,Pasivos,Bancaria,12,0.0,21565824.0,3,2550307.0,7188608.0
57,55 a 59,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,11311610.0,2,2550307.0,5655805.0
58,55 a 59,2022,Hombres,Otros,Pasivos,Bancaria,12,0.0,10698362.083333334,2,2550307.0,5349181.041666667
58,55 a 59,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,6932794.083333334,2,2550307.0,3466397.041666667
59,55 a 59,2022,Hombres,Invalidez,Pasivos,Bancaria,12,0.0,9801169.083333332,3,2550307.0,3267056.3611111105
59,55 a 59,2022,Hombres,Otros,Pasivos,Bancaria,12,0.0,84807619.5,11,2550307.0,7709783.590909091
59,55 a 59,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,20120356.0,3,2550307.0,6706785.333333333
59,55 a 59,2022,Mujeres,Otros,Pasivos,Bancaria,12,0.0,14615715.083333332,2,2550307.0,7307857.541666666
60,60 a 64,2022,Hombres,Invalidez,Pasivos,Bancaria,12,0.0,25505025.0,2,2550307.0,12752512.5
60,60 a 64,2022,Hombres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,2985401.333333333,5,2550307.0,597080.2666666666
60,60 a 64,2022,Hombres,Otros,Pasivos,Bancaria,12,0.0,91685723.5,12,2550307.0,7640476.958333333
60,60 a 64,2022,Mujeres,Invalidez,Pasivos,Bancaria,12,0.0,3071144.0,1,2550307.0,3071144.0
60,60 a 64,2022,Mujeres,Pensión/Sobrevivencia,Pasivos,Bancaria,12,0.0,19729448.166666664,8,2550307.0,2466181.020833333
60,60 a 64,2022,Mujeres,Otros,Pasivos,Bancaria,12,0.0,9624903.416666666,2,2550307.0,4812451.708333333
61,60 a 64,2022,Hombres,Vejez,Pasivos,Bancaria,12,0.0,38707640.166666664,5,2550307.0,7741528.033333333
61,60 a 64,2022,Hombres,Invalidez,Pasivos,Bancaria,12,0.0,29523588.749999996,4,2550307.0,7380897.187499999
