edad,gq,year,sexo,tipobenr,estado,caja,mes,masaaportes,masamontoing,cantidad,sml,montoprom
41,40 a 44,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1574126.0,1,2289324.0,1574126.0
41,40 a 44,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1316972.0,1,2289324.0,1316972.0
42,40 a 44,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,8690775.0,3,2289324.0,2896925.0
43,40 a 44,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,2382969.0,1,2289324.0,2382969.0
43,40 a 44,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,14983398.0,2,2289324.0,7491699.0
44,40 a 44,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,12704781.0,5,2289324.0,2540956.2
45,45 a 49,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,5115595.0,3,2289324.0,1705198.3333333333
46,45 a 49,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,9688297.0,1,2289324.0,9688297.0
46,45 a 49,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,5558644.0,2,2289324.0,2779322.0
47,45 a 49,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,2007693.0,1,2289324.0,2007693.0
47,45 a 49,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,6401857.0,3,2289324.0,2133952.3333333335
48,45 a 49,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,14471223.0,1,2289324.0,14471223.0
48,45 a 49,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,8077534.0,2,2289324.0,4038767.0
49,45 a 49,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,4264609.0,1,2289324.0,4264609.0
49,45 a 49,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1203427.0,1,2289324.0,1203427.0
50,50 a 54,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1307945.0,1,2289324.0,1307945.0
50,50 a 54,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,20526286.0,5,2289324.0,4105257.2
51,50 a 54,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,8681291.0,1,2289324.0,8681291.0
51,50 a 54,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,16498384.0,4,2289324.0,4124596.0
52,50 a 54,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,2325894.0,1,2289324.0,2325894.0
52,50 a 54,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1190941.0,1,2289324.0,1190941.0
52,50 a 54,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,24972485.0,8,2289324.0,3121560.625
53,50 a 54,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,2803746.0,1,2289324.0,2803746.0
53,50 a 54,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,7019777.0,1,2289324.0,7019777.0
53,50 a 54,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,10219578.0,4,2289324.0,2554894.5
54,50 a 54,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,2787683.0,1,2289324.0,2787683.0
54,50 a 54,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,17955594.0,5,2289324.0,3591118.8
55,55 a 59,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,28615657.0,4,2289324.0,7153914.25
55,55 a 59,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,37677243.0,10,2289324.0,3767724.3
56,55 a 59,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,9747675.0,2,2289324.0,4873837.5
56,55 a 59,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,15906707.0,2,2289324.0,7953353.5
56,55 a 59,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,4312838.0,1,2289324.0,4312838.0
56,55 a 59,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,5764520.0,2,2289324.0,2882260.0
56,55 a 59,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,50111942.0,13,2289324.0,3854764.769230769
57,55 a 59,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,28290003.0,4,2289324.0,7072500.75
57,55 a 59,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,8735182.0,1,2289324.0,8735182.0
57,55 a 59,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,3177729.0,2,2289324.0,1588864.5
57,55 a 59,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,7116194.0,1,2289324.0,7116194.0
57,55 a 59,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,62830199.0,16,2289324.0,3926887.4375
58,55 a 59,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,50052017.0,7,2289324.0,7150288.142857143
58,55 a 59,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,2577270.0,1,2289324.0,2577270.0
58,55 a 59,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1278267.0,1,2289324.0,1278267.0
58,55 a 59,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,10775550.0,1,2289324.0,10775550.0
58,55 a 59,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,99947290.0,25,2289324.0,3997891.6
59,55 a 59,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,42854828.0,5,2289324.0,8570965.6
59,55 a 59,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,15435559.0,4,2289324.0,3858889.75
59,55 a 59,2021,Hombres,Otros,Pasivos,Ande,12,0.0,7151672.0,2,2289324.0,3575836.0
59,55 a 59,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,58211100.0,11,2289324.0,5291918.181818182
60,60 a 64,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,1199679075.0,116,2289324.0,10342060.99137931
60,60 a 64,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,22839203.0,3,2289324.0,7613067.666666667
60,60 a 64,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,146724127.0,18,2289324.0,8151340.388888889
60,60 a 64,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,61944120.0,18,2289324.0,3441340.0
61,60 a 64,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,1112646851.0,123,2289324.0,9045909.357723577
61,60 a 64,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,2694494.0,1,2289324.0,2694494.0
61,60 a 64,2021,Hombres,Otros,Pasivos,Ande,12,0.0,6093284.0,1,2289324.0,6093284.0
61,60 a 64,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,107147216.0,15,2289324.0,7143147.733333333
61,60 a 64,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,2029244.0,1,2289324.0,2029244.0
61,60 a 64,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,73809115.0,19,2289324.0,3884690.263157895
62,60 a 64,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,1141003319.0,122,2289324.0,9352486.221311476
62,60 a 64,2021,Hombres,Otros,Pasivos,Ande,12,0.0,3160480.0,1,2289324.0,3160480.0
62,60 a 64,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,120119288.0,15,2289324.0,8007952.533333333
62,60 a 64,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,61082923.0,16,2289324.0,3817682.6875
63,60 a 64,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,1071234220.0,114,2289324.0,9396791.403508771
63,60 a 64,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,11807042.0,3,2289324.0,3935680.6666666665
63,60 a 64,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,10686037.0,1,2289324.0,10686037.0
63,60 a 64,2021,Hombres,Otros,Pasivos,Ande,12,0.0,32136161.0,3,2289324.0,10712053.666666666
63,60 a 64,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,93668655.0,13,2289324.0,7205281.153846154
63,60 a 64,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,1682451.0,1,2289324.0,1682451.0
63,60 a 64,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,32534824.0,15,2289324.0,2168988.2666666666
63,60 a 64,2021,Mujeres,Otros,Pasivos,Ande,12,0.0,19366131.0,2,2289324.0,9683065.5
64,60 a 64,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,1151925664.0,111,2289324.0,10377708.684684685
64,60 a 64,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,3200060.0,1,2289324.0,3200060.0
64,60 a 64,2021,Hombres,Otros,Pasivos,Ande,12,0.0,6665921.0,1,2289324.0,6665921.0
64,60 a 64,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,76575739.0,12,2289324.0,6381311.583333333
64,60 a 64,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,5899396.0,1,2289324.0,5899396.0
64,60 a 64,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,59762595.0,21,2289324.0,2845837.8571428573
65,65 a 69,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,1129668942.0,111,2289324.0,10177197.675675675
65,65 a 69,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,2019628.0,1,2289324.0,2019628.0
65,65 a 69,2021,Hombres,Otros,Pasivos,Ande,12,0.0,5103927.0,1,2289324.0,5103927.0
65,65 a 69,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,97474656.0,10,2289324.0,9747465.6
65,65 a 69,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,57697518.0,15,2289324.0,3846501.2
66,65 a 69,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,795033567.0,81,2289324.0,9815229.222222222
66,65 a 69,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,6893351.0,2,2289324.0,3446675.5
66,65 a 69,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,2199449.0,1,2289324.0,2199449.0
66,65 a 69,2021,Hombres,Otros,Pasivos,Ande,12,0.0,33078757.0,4,2289324.0,8269689.25
66,65 a 69,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,57810597.0,7,2289324.0,8258656.714285715
66,65 a 69,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,47777145.0,9,2289324.0,5308571.666666667
67,65 a 69,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,666790190.0,70,2289324.0,9525574.142857144
67,65 a 69,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,9152504.0,3,2289324.0,3050834.6666666665
67,65 a 69,2021,Hombres,Otros,Pasivos,Ande,12,0.0,6231245.0,1,2289324.0,6231245.0
67,65 a 69,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,75925971.0,11,2289324.0,6902361.0
67,65 a 69,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,2408897.0,1,2289324.0,2408897.0
67,65 a 69,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,55927741.0,19,2289324.0,2943565.3157894737
67,65 a 69,2021,Mujeres,Otros,Pasivos,Ande,12,0.0,9409186.0,1,2289324.0,9409186.0
68,65 a 69,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,582441943.0,71,2289324.0,8203407.647887324
68,65 a 69,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,5625835.0,2,2289324.0,2812917.5
68,65 a 69,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,5844415.0,1,2289324.0,5844415.0
68,65 a 69,2021,Hombres,Otros,Pasivos,Ande,12,0.0,18306383.0,1,2289324.0,18306383.0
68,65 a 69,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,93995149.0,14,2289324.0,6713939.214285715
68,65 a 69,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,55570886.0,20,2289324.0,2778544.3
69,65 a 69,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,448908972.0,60,2289324.0,7481816.2
69,65 a 69,2021,Hombres,Otros,Pasivos,Ande,12,0.0,33296482.0,2,2289324.0,16648241.0
69,65 a 69,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,58492508.0,12,2289324.0,4874375.666666667
69,65 a 69,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,51506385.0,16,2289324.0,3219149.0625
70,70 a 74,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,383183255.0,51,2289324.0,7513397.156862745
70,70 a 74,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,3849181.0,1,2289324.0,3849181.0
70,70 a 74,2021,Hombres,Otros,Pasivos,Ande,12,0.0,17779636.0,1,2289324.0,17779636.0
70,70 a 74,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,40536268.0,6,2289324.0,6756044.666666667
70,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,49286243.0,16,2289324.0,3080390.1875
71,70 a 74,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,344943059.0,53,2289324.0,6508359.603773585
71,70 a 74,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,67904989.0,10,2289324.0,6790498.9
71,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,42327173.0,10,2289324.0,4232717.3
72,70 a 74,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,238679298.0,42,2289324.0,5682840.428571428
72,70 a 74,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,2931768.0,1,2289324.0,2931768.0
72,70 a 74,2021,Hombres,Otros,Pasivos,Ande,12,0.0,9291918.0,1,2289324.0,9291918.0
72,70 a 74,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,16980697.0,4,2289324.0,4245174.25
72,70 a 74,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,4068591.0,2,2289324.0,2034295.5
72,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,57224662.0,12,2289324.0,4768721.833333333
73,70 a 74,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,180023337.0,33,2289324.0,5455252.636363637
73,70 a 74,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,13414430.0,3,2289324.0,4471476.666666667
73,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,26433516.0,8,2289324.0,3304189.5
74,70 a 74,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,203339303.0,32,2289324.0,6354353.21875
74,70 a 74,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1165260.0,1,2289324.0,1165260.0
74,70 a 74,2021,Hombres,Otros,Pasivos,Ande,12,0.0,2679296.0,1,2289324.0,2679296.0
74,70 a 74,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,22793680.0,5,2289324.0,4558736.0
74,70 a 74,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,50574693.0,11,2289324.0,4597699.363636363
74,70 a 74,2021,Mujeres,Otros,Pasivos,Ande,12,0.0,3369422.0,1,2289324.0,3369422.0
75,75 a 79,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,221276307.0,35,2289324.0,6322180.2
75,75 a 79,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,2214700.0,1,2289324.0,2214700.0
75,75 a 79,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1175928.0,1,2289324.0,1175928.0
75,75 a 79,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,12065751.0,3,2289324.0,4021917.0
75,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,31237581.0,8,2289324.0,3904697.625
76,75 a 79,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,200208403.0,32,2289324.0,6256512.59375
76,75 a 79,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,10176749.0,3,2289324.0,3392249.6666666665
76,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,69443429.0,13,2289324.0,5341802.230769231
77,75 a 79,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,189010137.0,30,2289324.0,6300337.9
77,75 a 79,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,6138173.0,1,2289324.0,6138173.0
77,75 a 79,2021,Mujeres,Invalidez,Pasivos,Ande,12,0.0,1938742.0,1,2289324.0,1938742.0
77,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,21427292.0,9,2289324.0,2380810.222222222
78,75 a 79,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,167803513.0,22,2289324.0,7627432.409090909
78,75 a 79,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,2470252.0,1,2289324.0,2470252.0
78,75 a 79,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,11614467.0,2,2289324.0,5807233.5
78,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,37967588.0,12,2289324.0,3163965.6666666665
79,75 a 79,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,187393649.0,26,2289324.0,7207448.038461538
79,75 a 79,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,13136970.0,2,2289324.0,6568485.0
79,75 a 79,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,35164865.0,7,2289324.0,5023552.142857143
80,80 a 84,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,47168791.0,9,2289324.0,5240976.777777778
80,80 a 84,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,4424267.0,1,2289324.0,4424267.0
80,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,22400534.0,8,2289324.0,2800066.75
81,80 a 84,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,69602157.0,11,2289324.0,6327468.818181818
81,80 a 84,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,598019.0,1,2289324.0,598019.0
81,80 a 84,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,7821160.0,1,2289324.0,7821160.0
81,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,54469508.0,10,2289324.0,5446950.8
82,80 a 84,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,94036987.0,13,2289324.0,7233614.384615385
82,80 a 84,2021,Hombres,Otros,Pasivos,Ande,12,0.0,5021342.0,1,2289324.0,5021342.0
82,80 a 84,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,16176376.0,3,2289324.0,5392125.333333333
82,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,22417940.0,7,2289324.0,3202562.8571428573
83,80 a 84,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,26641198.0,4,2289324.0,6660299.5
83,80 a 84,2021,Hombres,Otros,Pasivos,Ande,12,0.0,4188613.0,1,2289324.0,4188613.0
83,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,14253194.0,4,2289324.0,3563298.5
84,80 a 84,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,65703780.0,10,2289324.0,6570378.0
84,80 a 84,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,5840025.0,2,2289324.0,2920012.5
84,80 a 84,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,17112039.0,8,2289324.0,2139004.875
85,85 y más,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,22268964.0,5,2289324.0,4453792.8
85,85 y más,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,2005247.0,1,2289324.0,2005247.0
85,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,18679218.0,7,2289324.0,2668459.714285714
86,85 y más,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,36817470.0,9,2289324.0,4090830.0
86,85 y más,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,702429.0,1,2289324.0,702429.0
86,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,20604449.0,9,2289324.0,2289383.222222222
87,85 y más,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,28380034.0,6,2289324.0,4730005.666666667
87,85 y más,2021,Hombres,Invalidez,Pasivos,Ande,12,0.0,3288727.0,1,2289324.0,3288727.0
87,85 y más,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1315038.0,1,2289324.0,1315038.0
87,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,16094681.0,6,2289324.0,2682446.8333333335
88,85 y más,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,12913796.0,4,2289324.0,3228449.0
88,85 y más,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,3311896.0,1,2289324.0,3311896.0
88,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,14587690.0,6,2289324.0,2431281.6666666665
89,85 y más,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,2642077.0,1,2289324.0,2642077.0
89,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,8254343.0,3,2289324.0,2751447.6666666665
90,85 y más,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,2422153.0,1,2289324.0,2422153.0
90,85 y más,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,2819149.0,1,2289324.0,2819149.0
90,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,7231548.0,3,2289324.0,2410516.0
91,85 y más,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,21458608.0,4,2289324.0,5364652.0
91,85 y más,2021,Mujeres,Vejez,Pasivos,Ande,12,0.0,2633612.0,1,2289324.0,2633612.0
91,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,8713228.0,4,2289324.0,2178307.0
92,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,6946352.0,3,2289324.0,2315450.6666666665
93,85 y más,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,2854802.0,1,2289324.0,2854802.0
93,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,12835541.0,6,2289324.0,2139256.8333333335
94,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,4434463.0,1,2289324.0,4434463.0
95,85 y más,2021,Hombres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,4591367.0,1,2289324.0,4591367.0
95,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,2508596.0,1,2289324.0,2508596.0
97,85 y más,2021,Hombres,Vejez,Pasivos,Ande,12,0.0,3158138.0,1,2289324.0,3158138.0
97,85 y más,2021,Mujeres,Pensión/Sobrevivencia,Pasivos,Ande,12,0.0,1465747.0,1,2289324.0,1465747.0
18,15 a 19,2021,Hombres,Activos,Activos,Bancaria,12,8754537.680000002,31266206.0,11,2289324.0,2842382.3636363638
18,15 a 19,2021,Mujeres,Activos,Activos,Bancaria,12,14591382.120000003,52112079.0,17,2289324.0,3065416.411764706
19,15 a 19,2021,Hombres,Activos,Activos,Bancaria,12,39620951.44000001,141503398.0,47,2289324.0,3010710.595744681
19,15 a 19,2021,Mujeres,Activos,Activos,Bancaria,12,30952400.920000006,110544289.0,39,2289324.0,2834468.9487179485
20,20 a 24,2021,Hombres,Activos,Activos,Bancaria,12,85200459.12,304287354.0,84,2289324.0,3622468.5
20,20 a 24,2021,Mujeres,Activos,Activos,Bancaria,12,50026310.040000044,178665393.0,60,2289324.0,2977756.55
21,20 a 24,2021,Hombres,Activos,Activos,Bancaria,12,115932125.96000001,414043307.0,104,2289324.0,3981185.644230769
21,20 a 24,2021,Mujeres,Activos,Activos,Bancaria,12,92409165.52000004,330032734.0,94,2289324.0,3510986.5319148935
22,20 a 24,2021,Hombres,Activos,Activos,Bancaria,12,198773545.60000008,709905520.0,174,2289324.0,4079916.7816091953
22,20 a 24,2021,Mujeres,Activos,Activos,Bancaria,12,172577142.07999995,616346936.0,153,2289324.0,4028411.3464052286
23,20 a 24,2021,Hombres,Activos,Activos,Bancaria,12,278997067.4399999,996418098.0,229,2289324.0,4351170.733624455
23,20 a 24,2021,Mujeres,Activos,Activos,Bancaria,12,147811970.32,527899894.0,130,2289324.0,4060768.4153846153
24,20 a 24,2021,Hombres,Activos,Activos,Bancaria,12,372910994.9600001,1331824982.0,274,2289324.0,4860675.116788321
24,20 a 24,2021,Mujeres,Activos,Activos,Bancaria,12,294020090.8399999,1050071753.0,227,2289324.0,4625866.753303965
25,25 a 29,2021,Hombres,Activos,Activos,Bancaria,12,483756537.0400004,1727701918.0,301,2289324.0,5739873.481727575
25,25 a 29,2021,Mujeres,Activos,Activos,Bancaria,12,293601351.67999995,1048576256.0,221,2289324.0,4744688.94117647
26,25 a 29,2021,Hombres,Activos,Activos,Bancaria,12,507253862.0799999,1811620936.0,327,2289324.0,5540125.186544343
26,25 a 29,2021,Mujeres,Activos,Activos,Bancaria,12,411951531.59999996,1471255470.0,256,2289324.0,5747091.6796875
27,25 a 29,2021,Hombres,Activos,Activos,Bancaria,12,506042808.3200002,1807295744.0,292,2289324.0,6189368.98630137
27,25 a 29,2021,Mujeres,Activos,Activos,Bancaria,12,425495538.7200001,1519626924.0,258,2289324.0,5890026.837209302
28,25 a 29,2021,Hombres,Activos,Activos,Bancaria,12,626826819.0799999,2238667211.0,320,2289324.0,6995835.034375
28,25 a 29,2021,Mujeres,Activos,Activos,Bancaria,12,476200504.35999995,1700716087.0,275,2289324.0,6184422.134545455
29,25 a 29,2021,Hombres,Activos,Activos,Bancaria,12,688033326.4000001,2457261880.0,348,2289324.0,7061097.356321839
29,25 a 29,2021,Mujeres,Activos,Activos,Bancaria,12,496010704.8400001,1771466803.0,272,2289324.0,6512745.599264706
30,30 a 34,2021,Hombres,Activos,Activos,Bancaria,12,684700379.4400003,2445358498.0,345,2289324.0,7087995.646376812
30,30 a 34,2021,Mujeres,Activos,Activos,Bancaria,12,579168033.0799999,2068457261.0,275,2289324.0,7521662.767272728
31,30 a 34,2021,Hombres,Activos,Activos,Bancaria,12,738841767.1600004,2638720597.0,350,2289324.0,7539201.705714285
31,30 a 34,2021,Mujeres,Activos,Activos,Bancaria,12,519889905.6400003,1856749663.0,254,2289324.0,7310038.043307086
32,30 a 34,2021,Hombres,Activos,Activos,Bancaria,12,786184087.0800004,2807800311.0,318,2289324.0,8829560.726415094
32,30 a 34,2021,Mujeres,Activos,Activos,Bancaria,12,535495816.80000013,1912485060.0,245,2289324.0,7806061.469387755
33,30 a 34,2021,Hombres,Activos,Activos,Bancaria,12,745962886.1999996,2664153165.0,304,2289324.0,8763661.726973685
33,30 a 34,2021,Mujeres,Activos,Activos,Bancaria,12,553091339.6399997,1975326213.0,246,2289324.0,8029781.353658536
34,30 a 34,2021,Hombres,Activos,Activos,Bancaria,12,652979205.7600001,2332068592.0,256,2289324.0,9109642.9375
